,loss
0,1899.62414585
1,1835.15001595
2,4336.9417488
3,1008.47467807
4,3202.97296043
5,4399.09210251
6,1221.54054103
7,6677.58935552
8,8454.09324646
9,6779.75058327
10,4670.67771109
11,5822.76286554
12,2110.71677138
13,1045.71793907
14,546.94539588
15,1112.88729349
16,8394.83698606
17,1388.37852765
18,4098.67770035
19,2320.90566847
20,1050.76086837
21,948.043056729
22,1157.65197177
23,1998.84022106
24,2332.45923033
25,2162.95898873
26,2171.55587894
27,1232.2188494
28,6654.84968755
29,1890.16145942
30,2651.25487447
31,1866.98578254
32,4794.35940139
33,3373.71411904
34,1328.70050252
35,1332.75718342
36,4104.02138476
37,14047.9547201
38,1619.34573237
39,2957.29917775
40,996.936822925
41,5665.62468241
42,4397.43061896
43,2427.6893815
44,1281.88956374
45,11343.4710545
46,1164.27234773
47,819.932916148
48,1172.054576
49,1501.12605873
50,2449.77173363
51,2263.40754851
52,2054.25603778
53,2496.51816192
54,1879.21997639
55,2032.26983683
56,1500.08122853
57,1614.5991006
58,2399.32726953
59,4053.69418129
60,1959.07906131
61,1252.76122658
62,1234.34386777
63,2699.87343345
64,1785.76470653
65,19028.0765953
66,1326.8199826
67,1514.69254644
68,1397.25289484
69,4888.75839567
70,1069.01732242
71,3681.72424626
72,1935.53363009
73,5171.55002427
74,1540.29485303
75,1524.02984235
76,1969.68999868
77,2259.25597882
78,3711.46719666
79,3198.23600273
80,1655.58831234
81,5064.68400337
82,2008.95516455
83,1073.99468836
84,1446.67071234
85,1329.8537312
86,1202.30321811
87,1315.60541357
88,1060.32278022
89,585.322141866
90,1304.65160105
91,1802.83309402
92,1455.64721122
93,2215.27154206
94,4419.16991361
95,2560.24972434
96,2059.67007164
97,3411.59777833
98,1104.51051626
99,2470.36221423
100,1221.30892466
101,3259.45382288
102,1514.59239843
103,1876.92136619
104,4515.38082067
105,1345.22778115
106,2796.61573947
107,1428.51196165
108,3410.66756006
109,1625.1455135
110,5462.35403472
111,1134.94401522
