,loss
0,1882.82251367
1,1746.803288
2,4256.5333044
3,1035.3178218
4,3354.1208853
5,4411.39063143
6,1253.64279193
7,6669.34590937
8,8517.36340151
9,6749.33598954
10,4642.54291189
11,5724.57835932
12,2101.62405045
13,1074.2001224
14,515.493776679
15,1132.44322305
16,8088.8865522
17,1415.80402869
18,4064.2565759
19,2330.05512529
20,1048.1816757
21,951.134389166
22,1143.22086054
23,2033.51558154
24,2263.22646182
25,2175.97648499
26,2081.24712967
27,1254.08952972
28,6638.17329636
29,1905.54517284
30,2652.15883804
31,1836.42430181
32,4771.77442687
33,3362.10816539
34,1306.07638607
35,1317.39455977
36,4148.24179503
37,12392.2548464
38,1631.32850938
39,2905.2606114
40,942.802232297
41,5738.69037438
42,4606.13051162
43,2387.16967938
44,1290.71901954
45,11479.59686
46,1144.89397263
47,833.648171513
48,1158.0988165
49,1474.56071079
50,2492.26670695
51,2273.79441404
52,2093.56952609
53,2383.12382088
54,1783.47590909
55,2057.57592513
56,1499.7877429
57,1613.69811549
58,2340.23828068
59,4046.15031203
60,1894.98671954
61,1221.46362547
62,1251.94362785
63,2676.00961768
64,1819.11008091
65,18039.6927747
66,1309.48748696
67,1502.77910461
68,1423.2612806
69,4941.33470973
70,1101.19279018
71,3654.0809354
72,1892.38896421
73,4988.63582105
74,1500.88485595
75,1485.07388532
76,1965.51668109
77,2218.30870213
78,3781.83906173
79,3137.37455877
80,1603.42658972
81,5129.02482517
82,1970.50370733
83,1096.72336541
84,1428.04227794
85,1378.31046281
86,1153.52669958
87,1312.89747881
88,1083.8770035
89,544.500758274
90,1300.36591578
91,1871.26404672
92,1492.88876276
93,2264.50655179
94,4365.27560316
95,2585.8108853
96,1987.00863288
97,3322.03624633
98,1243.34187085
99,2493.40994556
100,1200.53535656
101,3365.10485681
102,1520.86148419
103,1895.45075926
104,4501.85204894
105,1382.42943211
106,2863.3834242
107,1503.19700437
108,3500.84402387
109,1604.15165365
110,5511.58319654
111,1185.67824353
112,1132.08760333
113,2223.49224393
114,3617.1675349
115,1498.70943362
116,752.159946996
117,1990.53827146
118,2492.87678558
119,2171.5162481
120,1778.29418977
121,1455.23467287
122,5796.01191956
123,4016.18482864
