id,loss
1,1923.49753906
2,1691.7239123
5,4204.12101172
10,1018.47333848
11,3360.43508867
13,4074.02517422
14,1139.50312871
20,6588.31456172
23,8457.44908594
24,6945.56999531
25,4623.57362891
33,5386.58043984
34,2040.18584453
41,997.696539648
47,843.229508301
48,1167.51527519
49,8706.63848125
51,1453.35340312
52,3974.89983516
55,2401.26508125
57,1008.73297734
60,949.793472852
61,1159.76209746
66,1953.6858582
73,2094.88727265
76,2054.14659063
86,2339.27808985
89,1249.43141426
90,6272.50138672
93,1874.75265625
100,2379.61662344
105,1821.68195488
107,4379.50532344
111,3085.73998242
112,1345.34651523
116,1317.08838398
118,4039.66002187
125,12285.0458906
130,1558.27897168
139,2556.1172293
140,927.869270703
144,5343.72254844
146,3969.02302617
149,2403.95740586
153,1263.84384804
156,11066.4806531
162,1128.72992246
166,769.669192969
167,1304.23038555
171,1480.78759355
172,2593.92557422
173,2261.7573668
174,2075.74735586
175,2632.90313828
186,1844.68844434
191,2245.92648438
197,1590.82204238
200,1697.53849863
202,2460.96382813
205,3570.95146719
207,1896.58681367
208,1263.3969625
212,1293.97792441
215,2539.8575582
218,1716.30544277
222,16888.4981875
223,1367.60635215
225,1468.66681152
226,1428.57895899
228,4631.29129453
232,1137.53670098
233,3528.26595117
237,1996.8014707
244,4822.13041562
245,1500.74464707
248,1613.58893398
259,2037.6231043
260,1902.22440664
276,3378.31456016
277,3024.96439375
285,1933.88706367
289,4946.75904453
291,2032.44502266
292,1197.91466758
293,1349.74435879
298,1420.13362891
306,1275.58315625
308,1304.10903281
316,1010.92975273
318,604.886425488
319,1330.4332498
320,1672.30614336
322,1510.5410959
324,2080.64441094
325,4285.7189625
327,2535.77147188
333,1752.46082383
335,3335.81843789
337,1108.00684473
343,2419.28010313
351,1227.79451543
354,3020.25659141
383,1628.5364166
386,1942.12442344
388,4290.11674531
393,1355.70674453
401,2673.06196367
402,1486.7666918
404,3396.1827418
406,1675.19371289
409,5352.81660078
412,1093.8681166
414,1123.76911446
418,2159.41184414
422,3268.09008555
424,1457.4021793
427,786.772832422
430,1803.93022871
433,2501.30018945
435,2097.53021836
437,1840.36709883
439,1477.61161523
440,5315.99958047
442,3581.52266094
443,3279.76196172
449,11757.152325
450,1872.49158594
451,2130.7933961
454,2190.81709805
458,7879.51102344
474,2188.8162793
476,1970.80565703
478,2732.0548082
481,1347.2898875
484,2611.13085235
488,1296.39261973
493,5254.25033672
499,1378.10660547
502,5704.023425
511,795.30394248
516,1725.04642168
517,1160.59299297
522,2090.87959258
526,1348.71150234
527,1470.57653594
534,1428.54017441
536,3558.16080703
538,1777.46411895
540,1769.97161309
542,814.833886719
550,1193.4061791
552,3056.3165457
560,3260.56690117
561,1644.98730508
562,3819.47491367
563,1640.40701797
567,3263.14151563
568,2919.77333242
572,1682.6129
576,1154.20170566
577,4923.16577187
578,1335.24676563
584,1366.16148613
586,1863.11049141
590,2858.50816484
592,1519.9943168
596,1462.55453516
598,1138.97722363
599,1263.28804414
603,2229.19385781
605,3834.61467891
606,1232.60636465
607,784.640142187
608,4846.81471328
610,3286.95980977
611,2188.60487891
612,4127.823625
614,7291.46673594
617,1840.95311758
621,4100.39836641
625,659.060549512
626,2527.92747891
627,1923.26852852
630,2927.07610391
632,1476.29437676
640,2493.80780469
644,1420.03292188
650,6030.84258516
653,1418.35795977
657,2098.52078984
658,3575.6061168
663,1173.16702754
667,1635.07020723
670,2291.45762461
674,2153.65415351
677,4243.05262656
679,2245.41566367
681,1388.85124668
685,1920.07358633
687,1392.96863731
691,7333.490475
