,loss
0,1884.22094294
1,1835.31084859
2,4322.04560541
3,1007.09636623
4,3242.55552016
5,4384.51175029
6,1240.78461386
7,6707.91482123
8,8525.74651694
9,6880.04763362
10,4697.87229557
11,5832.99186623
12,2105.06055604
13,1039.26434599
14,529.083792377
15,1114.66096625
16,8435.2534265
17,1391.4065713
18,4075.5081294
19,2340.11124203
20,1031.42168438
21,940.799452293
22,1154.12178752
23,2008.81151251
24,2357.52736012
25,2162.68638684
26,2121.08329425
27,1256.82643057
28,6662.78850413
29,1906.96657289
30,2631.63935939
31,1852.76163137
32,4795.5314722
33,3378.61997238
34,1327.85532684
35,1317.32930287
36,4100.47674354
37,13730.6192599
38,1606.10151797
39,2980.99606412
40,999.368632151
41,5603.06158413
42,4397.21466472
43,2417.50474333
44,1289.76753731
45,11332.4866491
46,1156.22719799
47,824.944947298
48,1160.29441221
49,1502.97603922
50,2462.7346545
51,2284.81689642
52,2088.71402221
53,2503.43647539
54,1870.16074991
55,2019.31996658
56,1515.76981383
57,1616.36113435
58,2402.98813547
59,4035.21971634
60,1952.974234
61,1231.41240211
62,1261.23373607
63,2691.76311505
64,1764.02921817
65,19616.9302595
66,1314.36409827
67,1524.79116175
68,1403.92668133
69,4886.88367665
70,1078.73451225
71,3638.3426838
72,1940.75973481
73,5156.67614768
74,1547.09240737
75,1523.20719352
76,1937.6211131
77,2271.60333768
78,3725.75433343
79,3155.31630487
80,1656.30392996
81,5101.29904312
82,2000.66637674
83,1075.81617887
84,1454.5063756
85,1366.24492338
86,1221.13720317
87,1332.89031806
88,1053.18374705
89,553.530612879
90,1288.9190672
91,1799.84264396
92,1469.30934163
93,2220.45926202
94,4437.766598
95,2574.87944539
96,2054.67460164
97,3428.31308884
98,1121.43328154
99,2452.29927459
100,1192.38572351
101,3265.83151662
102,1520.07706774
103,1875.71296914
104,4496.84409096
105,1364.25708947
106,2844.57916544
107,1439.1581062
108,3403.37934878
109,1635.23746707
110,5474.98537999
111,1152.990559
112,1112.6761908
113,2204.16940306
114,3586.02555917
115,1520.36572617
116,744.604249455
117,1980.66083822
118,2484.60089541
119,2188.47975056
120,1821.18549628
121,1477.78621559
122,5505.77250261
123,3918.09948331
124,3437.5602121
125,12121.2719291
126,1928.69096176
127,2085.1189786
128,2457.36169714
129,8165.98790331
130,2277.96037344
131,2054.25600149
132,2800.43743422
133,1380.4112306
134,2667.06449344
135,1224.56838571
136,5433.41789361
137,1305.47119078
138,5863.88137855
139,759.879634639
140,1559.43320796
141,1030.66633098
142,2114.11027572
143,1348.5359017
144,1400.4112559
145,1370.22812782
146,3707.75810061
147,1894.1432589
148,1756.97275711
149,861.908185252
150,1189.88513959
151,3129.72331469
152,3497.20725449
153,1836.65487585
154,3887.72001449
155,1572.63842925
156,3443.62153486
157,2750.30194629
158,1595.67670989
159,1232.02594207
160,5255.41473328
161,1389.93774979
162,1450.05721051
163,1884.09376265
164,2952.43480069
165,1648.85576145
166,1368.96325744
167,1109.97163654
168,1336.88620238
169,2339.76901826
170,3702.15237271
171,1198.35974006
172,845.003412797
173,5015.34863124
174,3337.82552934
175,2196.92472486
176,4230.3844104
177,7090.17556822
178,1822.66540554
179,4263.81610294
180,589.672676397
181,2539.37262592
182,1854.95035103
183,3080.58496353
184,1478.15104954
185,2696.7577697
186,1426.27688559
187,6101.82712112
188,1354.54670976
189,2164.63415273
190,3964.75633085
191,1209.22951184
192,1739.93592682
193,2384.48445401
194,2162.36904781
195,4428.55970574
196,2401.6225749
197,1393.6138004
198,2006.95422363
199,1295.81731861
200,7937.78759885
201,1668.51729537
202,3737.53644182
203,3453.33905425
204,2769.57042756
205,2603.59652202
206,2510.35952139
207,1311.22931154
208,7940.82056884
209,1548.77832658
210,1367.86521347
211,5902.73351907
212,1779.32787978
213,2655.8649838
214,2148.79685607
215,826.399795105
216,2199.89458956
217,931.533622678
218,651.804950876
219,2962.85414337
220,1832.98518345
221,2511.19531876
222,853.311260243
223,1840.64016645
224,1700.19110968
225,1210.36826742
226,2773.13542899
227,2933.11958702
228,12279.5487373
229,5744.76900405
230,2446.49730722
231,1665.2979386
232,1755.31915205
233,1300.08152764
234,1753.48455311
235,2811.77482014
236,647.437447646
237,1611.71111943
238,2260.49753172
239,883.973808703
240,1044.63875634
241,5487.37115552
242,1121.91372893
243,1633.76543725
244,1281.97999165
245,2474.46750282
246,3054.10752725
247,1413.9856904
248,1363.18696971
249,3238.51005429
250,3732.22716174
251,1502.41093482
252,5175.06713792
253,3436.21850093
254,1383.57510561
255,9963.11214686
256,3157.79327302
257,4047.55531733
258,1313.88612454
259,3207.83121838
260,1188.0394744
261,1446.09529067
262,1325.15671508
263,1771.45381613
264,3237.87584902
265,3945.97217763
266,1960.5660115
267,1741.88352126
268,1960.22673433
269,1530.13707646
270,2650.62063826
271,1164.11187816
272,2231.88241534
273,3569.00847219
274,2187.97626977
275,1154.59192981
276,3145.41016351
277,2343.41504187
278,1456.98001374
279,2068.26767256
280,10577.2007818
281,2222.71934135
282,1886.94145965
283,7070.98271779
284,4024.04698553
285,4713.14034144
286,4710.83726218
287,1954.6360442
288,3126.77868231
289,2457.1142414
290,1911.09097909
291,2449.27791014
292,1331.93517614
293,2187.96261263
294,6174.52781811
295,1285.78035891
296,1220.15556271
297,2362.0190677
298,739.892363366
299,1186.50828413
300,1334.30400584
301,8585.63642519
302,1303.56623781
303,5663.1831866
304,2040.04905718
305,1601.36240147
306,1567.14758186
307,4957.86799677
308,2034.25776359
309,1016.341073
310,1724.29467439
311,3290.31619728
312,835.934341806
313,2744.09060948
314,3914.52507421
315,3391.91068642
316,1350.65022175
317,5643.08836827
318,1936.29148683
319,7164.65329447
320,9746.28950216
321,2503.04756215
322,3988.18308356
323,1314.44401225
324,5112.43829392
325,11536.0347137
326,1681.52733218
327,4800.71152733
328,1706.2879548
329,2092.58613928
330,1331.53934098
331,958.996839121
332,897.496226233
333,6512.86421147
334,3770.68330327
335,1123.42009416
336,908.439606869
337,2182.69192632
338,3123.75197052
339,982.218728656
340,1434.10315622
341,2525.4448309
342,2145.89930766
343,3731.1935068
344,2473.6551463
345,3009.84587414
346,1939.21252914
347,1982.73041082
348,1718.23419565
349,3775.01134788
350,2394.16860811
351,4309.79849688
352,2696.03815047
353,2226.33414656
354,1203.79577349
355,1387.06298581
356,4327.43581385
357,2748.19902164
358,4238.5990312
359,1491.25855487
360,1993.57344973
361,1183.96265057
362,1238.86672575
363,1704.36903542
364,3130.65400494
365,3171.06944441
366,1880.2559487
367,790.99423408
368,678.889514553
369,1510.51511961
370,4567.14907036
371,2085.52441885
372,910.210936131
373,3574.25966371
374,4842.81548168
375,1588.53330941
376,810.864647169
377,2013.47968789
378,6048.33329398
379,2453.27100216
380,4985.25941031
381,5027.87159919
382,3853.31922201
383,4789.33558679
384,1056.15402485
385,5161.47822791
386,1705.4133467
387,2822.84633945
388,5283.64650199
389,4072.15584452
390,1355.98507707
391,1083.31479042
392,1506.67348082
393,7288.96453543
394,901.490056314
395,1054.55099339
396,1536.43214127
397,1311.32761713
398,1309.19665345
399,830.488675415
400,2230.17651428
401,4967.88072
402,4634.57497725
403,1459.66918409
404,3249.6581186
405,872.810458446
406,2695.95310339
407,2366.00765878
408,1126.67507777
409,1965.68585144
410,3315.37183041
411,2128.36530698
412,1188.15740831
413,4624.1810867
414,3705.94434817
415,952.051771814
416,1170.30259241
417,1795.48842626
418,1653.81492971
419,2290.49679608
420,1545.17595364
421,5541.74597716
422,3134.46415935
423,1516.87475062
424,1701.15034831
425,4259.99710941
426,2835.19926379
427,3779.10054229
428,5733.49659462
429,1410.37005051
430,1673.11088809
431,2606.31828206
432,1458.74249576
433,827.110265046
434,4201.24563101
435,1061.04718384
436,1721.63518409
437,1886.77232787
438,724.661285992
439,2855.94126359
440,4849.99600074
441,1911.79753988
442,836.497472643
443,2102.46468794
444,4680.10736728
445,3044.14582294
446,2066.09988669
447,2024.65738464
448,7456.28883074
449,1049.32372749
450,1455.52046018
451,1582.38812608
452,1543.63862474
453,3346.30911003
