,loss
0,1901.08128601
1,1786.34217668
2,4239.40722355
3,1014.89337877
4,3327.66228973
5,4457.51055302
6,1244.73543816
7,6715.06247247
8,8524.28825012
9,6861.56135775
10,4558.70082291
11,5683.66277791
12,2096.6336067
13,1048.81055776
14,580.32031363
15,1145.72735312
16,7990.57729016
17,1429.3346227
18,3995.1362001
19,2299.41710832
20,1035.11114609
21,933.277084514
22,1161.23260518
23,2032.07634897
24,2274.01747518
25,2189.34783796
26,2108.86198434
27,1261.34522391
28,6632.39351567
29,1876.19606899
30,2628.07832655
31,1870.63125889
32,4755.21363958
33,3324.31669109
34,1334.71052033
35,1281.59317166
36,4066.34924657
37,12990.2484121
38,1620.71598469
39,2945.95278112
40,948.05689559
41,5684.66960886
42,4647.0732619
43,2392.2294003
44,1291.79698139
45,11613.3657624
46,1121.12329699
47,780.573146123
48,1169.76329622
49,1464.03687354
50,2481.3542466
51,2292.32093902
52,2119.7874962
53,2391.34340437
54,1792.05569857
55,2038.56756789
56,1512.60981189
57,1646.81762279
58,2364.8002206
59,4027.78410238
60,1907.67296518
61,1237.47503724
62,1285.2675602
63,2710.64791812
64,1783.05516567
65,18399.9757817
66,1340.22575489
67,1529.52565871
68,1414.48327528
69,4942.41993822
70,1090.88947701
71,3612.3646242
72,1930.06404188
73,5054.8666772
74,1535.27467672
75,1521.70814489
76,1978.90420777
77,2226.73822317
78,3786.34043386
79,3143.90397666
80,1652.21570446
81,5087.5097371
82,1965.09950689
83,1109.45056483
84,1440.33174478
85,1408.2930937
86,1200.7249319
87,1292.77387679
88,1033.65886165
89,556.3861699
90,1298.15898023
91,1871.60661073
92,1538.05748744
93,2245.65396517
94,4372.80651701
95,2579.04097465
96,2007.4721548
97,3274.1821591
98,1233.93987518
99,2516.93750554
100,1159.07991027
101,3401.61016101
102,1581.67454383
103,1901.4096994
104,4499.40141041
105,1349.03494458
106,2897.18968356
107,1532.45314644
108,3460.11005935
109,1658.27621889
110,5354.10141501
111,1152.78079584
112,1112.53001996
113,2249.78804565
114,3639.9854147
115,1503.77620998
116,720.112864314
117,1970.85999083
118,2527.20241953
119,2183.08291343
120,1814.75342584
121,1491.13305149
122,5839.91477901
123,4038.96430795
124,3356.82944184
125,11856.8740606
126,1945.95648724
127,2065.92640127
128,2495.73654107
129,8500.04371488
130,2258.56813592
131,2037.24687861
132,2775.69117437
133,1417.31416749
134,2800.07070618
135,1216.27120081
136,5343.54985795
137,1375.09949867
138,5891.28204834
139,753.703661518
140,1554.83094495
141,1022.16786272
142,2174.89561408
143,1383.89933267
144,1389.05619457
145,1417.32313259
146,3676.12612733
147,1899.63547897
148,1754.41503716
149,845.008956681
150,1182.88445722
151,3098.34536253
152,3596.0765838
153,1867.2084714
154,3836.02676361
155,1608.29200234
156,3343.92185871
157,2792.10596282
158,1620.95747853
159,1183.53320076
160,4960.07994011
161,1424.997435
162,1501.487534
163,1896.52879365
164,3047.3638603
165,1614.05580981
166,1367.24902375
167,1082.69125365
168,1271.42832336
169,2360.09928859
170,3727.48399064
171,1162.12830561
172,814.70329745
173,5138.52676464
174,3376.55482626
175,2209.26270376
176,4261.48770392
177,7144.96904236
178,1782.26654666
179,4168.26605036
180,587.314976504
181,2538.35757347
182,1910.457265
183,3099.23316502
184,1519.50076626
185,2735.28615891
186,1405.66209081
187,6162.15292091
188,1323.96601713
189,2158.15055191
190,3971.96714955
191,1179.3779696
192,1724.50892997
193,2390.57942945
194,2230.09198951
195,4310.65394385
196,2412.83815718
197,1414.28386188
198,2079.10385658
199,1313.38372452
200,7785.86510569
201,1654.46942553
202,3757.40094166
203,3399.58306346
204,2810.75443585
205,2582.3197047
206,2538.33783206
207,1298.61269979
208,7927.07763337
209,1559.26417177
210,1366.65597506
211,5925.09699306
212,1787.12999584
213,2653.96286734
214,2218.55557886
215,776.25309827
216,2199.07438732
217,907.874961548
218,642.97204207
219,2943.00011084
220,1859.76156547
221,2590.56373281
222,818.142614441
223,1832.81038678
224,1664.94578953
225,1245.55394384
226,2741.12843423
227,2773.12103248
228,12304.0199902
229,5693.4668097
230,2417.63542079
231,1688.12328676
232,1822.49222195
233,1308.89702432
234,1806.41448764
235,2843.42702039
236,637.354412767
237,1647.78034655
238,2297.96359412
239,848.59420037
240,1040.85449732
241,5464.9698054
242,1159.56316058
243,1651.68187384
244,1306.01646388
245,2509.81898335
246,3043.24662549
247,1420.63754253
248,1321.71838591
249,3146.04372098
250,3897.16757872
251,1545.84707309
252,5323.89147782
253,3421.9939948
254,1394.02031688
255,9574.5064059
256,3214.92742879
257,3964.78059764
258,1328.67184822
259,3224.7887652
260,1184.02627243
261,1487.57516127
262,1327.0923311
263,1807.12232317
264,3429.33188966
265,4066.90534224
266,1938.53528886
267,1726.52366237
268,1955.97012197
269,1552.51800966
270,2742.79448648
271,1201.01380007
272,2287.56917393
273,3619.10413514
274,2223.91493133
275,1227.99037004
276,3129.58855582
277,2400.86997536
278,1427.97162306
279,2036.28578698
280,9740.02768344
281,2228.74382323
282,1871.19341537
283,7034.19223848
284,4001.96011262
285,4737.67078783
286,4645.68866756
287,2043.13319576
288,3097.9256038
289,2532.79042513
290,1973.2886808
291,2539.06734557
292,1294.66749446
293,2239.89072841
294,6432.18364052
295,1327.19518857
296,1263.71908717
297,2391.73646749
298,696.116237839
299,1174.48087857
300,1312.56527548
301,8180.66699032
302,1333.69742325
303,5770.55671139
304,2005.84608459
305,1574.92774387
306,1566.71573707
307,5048.17753052
308,2104.26370128
309,979.318925059
310,1752.21441839
311,3384.31353263
312,812.055106053
313,2754.09933438
314,3990.86786365
315,3348.92114562
316,1386.72574444
317,5602.76593502
318,1912.87981966
319,6824.5722122
320,9894.78424165
321,2486.474374
322,4157.45568752
323,1334.72812448
324,5163.01957459
325,11820.3612932
326,1582.85257848
327,4621.81345814
328,1704.54036844
329,2117.14797338
330,1354.89681042
331,931.031259985
332,886.642230617
333,6696.34338182
334,3767.71817731
335,1127.97123422
336,891.691429803
337,2168.13474585
338,3190.11272187
339,966.098598362
340,1464.50194561
341,2594.81487267
342,2193.77367738
343,3720.53895067
344,2528.89444044
345,2970.10471196
346,1982.21334006
347,2071.28106492
348,1800.09677209
349,3659.38232442
350,2417.79020617
351,4300.23995789
352,2706.85231596
353,2203.86061759
354,1219.62507598
355,1447.60548468
356,4310.03820756
357,2789.53416306
358,4326.83555735
359,1516.7779711
360,2012.31736269
361,1223.31934972
362,1259.23299918
363,1730.80464158
364,3181.80070419
365,3218.59581366
366,1911.23486724
367,796.011477119
368,663.519397416
369,1517.96999289
370,4575.76992214
371,2078.74473619
372,940.661902918
373,3629.4798901
374,4958.48648112
375,1608.19381921
376,792.864591
377,2052.36817161
378,6168.74745052
379,2498.39361564
380,5001.56949269
381,5017.96859825
382,3833.72504429
383,4747.42621641
384,1058.4463721
385,5208.26440552
386,1744.91751264
387,2895.587734
388,5340.4206873
389,4144.76162677
390,1412.47664001
391,1051.02554256
392,1512.11073316
393,7625.58236621
394,903.070818514
395,1042.71647022
396,1573.23411146
397,1299.05739955
398,1356.46804465
399,804.183249963
400,2259.48011906
401,4940.4592787
402,4459.41223276
403,1513.34675955
404,3263.51953893
405,857.38046691
406,2633.19435697
407,2359.06952352
408,1112.09533505
409,1989.1082322
410,3236.85966828
411,2164.0653493
412,1207.58013322
413,4718.51187832
414,3640.94578217
415,924.189817147
416,1198.87484606
417,1760.43320158
418,1704.51026671
419,2309.36953166
420,1620.08314805
421,5598.73510251
422,3101.2903946
423,1506.26745504
424,1707.71081469
425,4245.09466674
426,2794.89572414
427,3822.09190164
428,5790.53678524
429,1383.30833342
430,1752.65023322
431,2596.78056664
432,1436.40935155
433,813.661132655
434,4259.88847409
435,1070.817145
436,1753.00885874
437,1957.26903448
438,693.507860903
439,2825.49018481
440,4912.38786142
441,1894.75145679
442,826.489393968
443,2037.55199986
444,4767.61855984
445,3141.20399638
446,2115.08748837
447,2052.75124042
448,7386.72766541
449,1013.07728807
450,1424.29477479
451,1559.97179862
452,1503.43768451
453,3320.39904382
454,1841.79250737
455,1843.52328535
456,7971.13285909
457,1058.69654025
458,5289.96817195
459,3083.0767026
460,1329.58422599
461,3767.43497058
462,1150.72799986
463,2120.25152489
464,903.803951862
465,3545.76095489
466,1409.31672998
467,1432.32051011
468,2206.54050928
469,1556.27198416
470,927.978096113
471,2886.00179485
472,681.625032113
473,6633.55531345
474,849.96881949
475,4000.08992577
476,3649.4455633
477,4703.86539235
478,2191.61775779
479,3051.08905744
480,2010.21664632
481,5577.92054488
482,2263.4769282
483,633.954938001
484,1603.4329427
485,3702.28557326
486,1467.8277063
487,1988.16860428
488,1994.64756755
489,1622.95250645
490,10670.1211614
491,1479.00737622
492,1383.41516749
493,926.625902086
494,1873.73651697
495,2024.26963068
496,4842.92326568
497,1508.24816259
498,1220.40336545
499,7641.14760102
500,1343.73024226
501,7075.27700531
502,2108.07714761
503,1965.69588159
504,2296.9493009
505,1597.20683046
506,745.550952835
507,2968.89416479
508,1271.84169604
509,2042.13700977
510,766.190379759
511,1358.53830095
512,1755.73663891
513,1493.75297134
514,1326.50496396
515,3523.26892937
516,7918.29673271
517,1007.36876074
518,1532.06468278
519,2210.95691382
520,2818.56951907
521,3839.70524462
522,9923.60787537
523,3127.50955204
524,2209.79651741
525,523.230585973
526,3459.73918649
527,2599.72402538
528,1298.72697717
529,2493.26244867
530,1948.35585131
531,2638.82558865
532,1441.65887971
533,1397.84902653
534,2043.86583575
535,9439.46253641
536,3121.35186466
537,708.999753418
538,6500.63690923
539,3129.70848354
540,1967.3717578
541,1970.37360712
542,1115.86450241
543,3054.75907089
544,1755.44842955
545,1534.63890688
546,2147.93629138
547,2488.03065919
548,5052.437329
549,2628.06394352
550,4804.0993056
551,4055.8670203
552,851.195936673
553,916.063009767
554,16389.973128
555,549.107715055
556,1343.55167519
557,2342.4262029
558,7710.9662152
559,1835.65616148
560,896.302168141
561,2574.27079757
562,1278.98540048
563,1455.27523451
564,629.940507256
565,4230.99574558
566,1100.83334993
567,788.822986607
568,9169.41306468
569,1285.68804688
570,2262.82517559
571,1012.1540435
572,3736.04483684
573,2466.90407656
574,4526.77122796
575,1187.60241068
576,3971.19011821
577,4036.1519748
578,1107.833305
579,1720.48797792
580,1026.21353561
581,2375.38208555
582,3344.33204783
583,2392.56113043
584,2200.82626984
585,1239.74833177
586,1573.58999969
587,1255.07353673
588,1593.45851884
589,2680.09450382
590,9845.88556598
591,1555.29755173
592,4517.07383769
593,2288.43781388
594,2560.22427789
595,3194.3989779
596,2633.3649107
597,1323.01716243
598,2680.72230425
599,1962.12290232
600,1755.19823314
601,1260.70205447
602,1108.08255347
603,6687.86820413
604,2014.4315951
605,6110.74481514
606,1179.15717971
607,1721.44446386
608,7115.92231527
609,3262.95162493
610,956.447887117
611,3153.60439214
612,3985.73865426
613,831.375086621
614,4940.5743154
615,2833.5913434
616,1332.70585046
617,3685.61253001
618,3592.42000365
619,3419.05781489
620,4342.00153187
621,5048.57836778
622,696.510438743
623,1921.6213074
624,1858.34129037
625,2035.92614146
626,1865.78929885
627,1493.23305984
628,715.443703396
629,2130.09538384
630,1868.44481204
631,5747.88775064
632,943.184568183
633,1490.6915411
634,1528.57781132
635,4639.5907679
636,2504.63261092
637,4867.45940565
638,1545.63570809
639,1606.45887336
640,1086.1480293
641,2073.02950589
642,5923.43752418
643,1018.07857922
644,1816.07817636
645,3287.66631564
646,2418.89589917
647,2469.335849
648,6230.67786749
649,12235.775751
650,3283.85356283
651,9779.58291086
652,634.772186625
653,969.824302294
654,1340.35034744
655,1090.36496998
656,4581.69072867
657,3922.69958126
658,2866.06817277
659,2617.2466525
660,2432.86416551
661,1606.1486954
662,1948.90555284
663,1860.54882155
664,7959.34175095
665,902.027115457
666,1095.69506024
667,2323.20139186
668,1709.98091758
669,2506.46037553
670,917.992367043
671,7261.62553269
672,1627.44998576
673,4105.95512419
674,7004.53523864
675,614.818926255
676,1876.93580565
677,860.703381657
678,8365.36140792
679,2028.68506805
680,16843.8407346
681,1313.47209079
682,2916.41437128
683,2423.34644366
684,2341.34955161
685,6048.27150565
686,1198.83692893
687,876.825565159
688,3722.54026932
689,2131.70991659
690,4000.71303119
691,1512.21986386
692,2246.44687955
693,1959.83926109
694,2000.1074008
695,1442.60799275
696,1831.61303198
697,1067.19671756
698,3736.27929175
699,1180.6443992
700,1287.4401232
701,1198.23101587
702,1814.36351266
703,8460.51474885
704,1589.92225787
705,2760.54106169
706,5757.74183821
707,1795.37530099
708,9658.57176694
709,5011.69970911
710,983.548014637
711,1550.01637257
712,934.305435613
713,8898.06037888
714,7986.24133465
715,2744.93215267
716,2180.45107226
717,1455.1583257
718,6648.50787041
719,4418.06498939
720,939.364456232
721,4349.89398241
722,3568.52438873
723,1347.25568126
724,3525.32788845
725,3595.01864242
726,922.2555767
727,4242.07338232
728,1024.79622245
729,2868.63096256
730,1724.97861095
731,2371.91087917
732,2072.13410396
733,1719.92092406
734,1711.82948851
735,1383.77011692
736,2609.65205931
737,3344.66807267
738,1625.92539525
739,1759.62835938
740,1132.30484023
741,1045.64916503
742,1204.57898387
743,5262.8040175
744,6276.74398534
745,1648.25599835
746,6428.56089537
747,6551.93796706
748,5200.27983088
749,4716.84395088
750,2793.6926524
751,3578.01923413
752,2702.31902119
753,1224.76326184
754,1662.05255969
755,1252.01244371
756,1060.90683368
757,3537.72841125
758,3796.26027089
759,1561.84174892
760,2453.07795411
761,8317.41611739
762,2296.00975131
763,4235.27860257
764,4834.26254637
765,1472.79183434
766,6995.800888
767,1762.65917059
768,1395.80973593
769,1439.65991399
770,5532.27546007
771,1820.31870996
772,2512.2258102
773,6649.75611017
774,1935.9459728
775,1676.90926262
776,4428.58757692
777,1152.68510565
778,1736.19749305
779,673.757613114
780,1260.7029059
781,1907.19855396
782,6952.34944455
783,8430.04504762
784,2022.01231634
785,1189.43474752
786,879.987306856
787,2326.08456229
788,4383.48556397
789,2222.00055553
790,2895.61691389
791,1968.64065668
792,3305.16046195
793,3065.38070865
794,5271.45712868
795,2015.47395469
796,4413.32514402
797,2577.38074064
798,3082.88828447
799,4297.01560324
800,2046.7404632
801,1084.6783161
802,5256.30191354
803,1970.1538738
804,2135.06103296
805,734.219403166
806,1454.32215199
807,1296.39160119
808,2225.85220956
809,2203.05964505
810,4270.47937089
811,972.515931896
812,1517.12464417
813,958.22415069
814,5318.41387069
815,1776.38683184
816,837.596133892
817,3044.48518327
818,3198.58028724
819,2700.08823054
820,7287.5016145
821,846.946112305
822,1727.04710959
823,1340.81760868
824,5271.74162857
825,926.799391599
826,1089.6923845
827,1016.00031676
828,1237.79592586
829,1536.83033828
830,2552.67063293
831,3926.71592673
832,2105.53864906
833,1537.73178121
834,1607.92768454
835,2456.41035776
836,923.40056143
837,5424.67976238
838,3917.80307543
839,14662.3701534
840,989.605386166
841,1604.14377055
842,1730.36299523
843,4671.13925489
844,1192.76499442
845,3600.95574918
846,1948.19448822
847,1980.87617115
848,6644.67892443
849,1723.07901105
850,2182.56253649
851,999.003922727
852,993.893619354
853,12340.5602573
854,1593.74254081
855,1484.39002192
856,8870.48060973
857,1314.97255933
858,1468.23872664
859,1871.77120842
860,4495.98551242
861,5485.15225269
862,1286.58233349
863,3359.34926513
864,4645.54776053
865,898.000780729
866,635.15274187
867,13599.9879987
868,12965.539091
869,4197.38805697
870,1162.97996956
871,3039.83566018
872,1520.57691331
873,1384.10444633
874,1161.72385629
875,3290.95700567
876,2223.31673843
877,3223.2315313
878,3057.73769243
879,3661.8701427
880,2549.76269342
881,5989.59307837
882,1240.17684709
883,1628.47300931
884,3317.50825905
885,1136.21816678
886,3426.24885458
887,2805.50242968
888,7816.74477617
889,2547.18979619
890,4877.55451646
891,1942.57380832
892,2031.0947621
893,1229.04612226
894,1829.11868243
895,2734.17650281
896,1126.72613499
897,3654.663108
898,1899.96308873
899,3257.51589932
900,2833.01485414
901,5527.95770772
902,1111.52980442
903,2571.51121029
904,6364.06311912
905,1104.80364744
906,4347.03773408
907,2356.85728444
908,1454.04508878
909,11735.9153618
910,7818.46810126
911,1920.9563919
912,1497.79946885
913,1745.07951201
914,2010.40088447
915,1862.14463615
916,1871.57357176
917,1226.64611029
918,3303.1987286
919,2277.9677031
920,2103.82758841
921,1165.57164329
922,3757.08806177
923,1404.78709969
924,11320.8614101
925,9988.61302504
926,1679.91074476
927,898.382301933
928,1226.97303768
929,1504.20776085
930,1877.66032169
931,1825.5515554
932,2997.06278717
933,1901.58639809
934,5267.48523952
935,2028.32743002
936,2297.41424602
937,2200.38388794
938,4190.53891569
939,1596.74634017
940,2607.84717843
941,3296.46505217
942,3160.08233661
943,5367.43338217
944,644.762346715
945,4146.16976763
946,1350.32014316
947,6655.09989033
948,1594.09978396
949,1273.40863835
950,607.109784329
951,2688.24116883
952,4075.29172688
953,1141.3487983
954,2197.64615339
955,1613.31567957
956,865.58528234
957,7893.2447651
958,2168.94365465
959,3282.86895678
960,2929.47398586
961,1025.13054686
962,2342.7560363
963,1460.28627816
964,3518.09024494
965,1176.89178605
966,1101.66074531
967,1133.9451081
968,1983.44263508
969,1386.69163278
970,1812.76408624
971,4276.24589795
972,2368.71418767
973,1738.9537838
974,2246.21804102
975,1089.10141902
976,9598.56729248
977,1483.79639738
978,1756.12747155
979,6313.86404097
980,2113.62474778
981,1244.35761708
982,1759.41577065
983,1334.94796087
984,1347.97041019
985,1293.64932987
986,1246.33226391
987,1067.36786703
988,1445.66676146
989,6312.21136594
990,1992.56636022
991,2657.39321827
992,5918.17672963
993,2646.13472865
994,1595.23780927
995,1179.11276103
996,3952.34622874
997,2671.80161635
998,3399.59118405
999,782.335630009
1000,2329.29280515
1001,2316.71450309
1002,1839.15078305
1003,1608.84240093
1004,1320.94575251
1005,5103.50543536
1006,2118.97042901
1007,2963.94320819
1008,1252.4682067
