,loss
0,1877.32729985
1,1724.10621731
2,4319.26320068
3,1058.25937877
4,3423.18410601
5,4347.26181515
6,1258.83595168
7,6753.36697089
8,8457.99745282
9,6676.47848123
10,4693.33439653
11,5726.44983394
12,2116.31040397
13,1079.42532017
14,323.446886063
15,1147.57683729
16,8130.85776819
17,1426.02165529
18,3991.9102181
19,2308.38939616
20,1056.67435812
21,969.015220058
22,1150.30009629
23,2003.56427545
24,2180.92410834
25,2130.15243937
26,2085.23694247
27,1278.70545954
28,6687.81652978
29,1882.41251253
30,2633.26067489
31,1826.3468292
32,4635.35548838
33,3331.42701425
34,1329.82392507
35,1240.27583721
36,4173.19738958
37,12440.3065213
38,1610.83316066
39,2861.21963116
40,964.772169329
41,5656.40390844
42,4544.8328982
43,2317.67787899
44,1275.53015941
45,10922.839655
46,1136.67188411
47,886.292178439
48,1168.91006323
49,1413.05665779
50,2559.080452
51,2230.8693145
52,2088.1003586
53,2383.21823588
54,1816.27902969
55,2096.00280866
56,1510.02354891
57,1621.5360639
58,2322.22731528
59,4022.42624472
60,1879.74085119
61,1223.92235215
62,1291.13988221
63,2610.12350243
64,1800.01965103
65,19388.1112882
66,1290.27987541
67,1494.57291522
68,1405.16869522
69,4906.91357712
70,1123.85923603
71,3708.30691532
72,1899.26275769
73,5063.21421852
74,1512.29674651
75,1490.6747269
76,1966.27033575
77,2190.39985407
78,3790.40921485
79,3143.64813156
80,1610.27291702
81,5225.50828771
82,1962.75272657
83,1101.23868649
84,1411.28207353
85,1411.5422581
86,1204.93165778
87,1306.00720094
88,1072.18529522
89,554.106693233
90,1294.94995472
91,1832.75853751
92,1533.46443918
93,2218.79102272
94,4345.47075924
95,2592.99045635
96,1897.21855471
97,3341.63991142
98,1261.92339892
99,2545.25117999
100,1155.7855656
101,3222.83282408
102,1543.87767835
103,1903.46123957
104,4550.05305082
105,1321.64942236
106,2868.04754313
107,1538.28770208
108,3490.48740004
109,1613.14305745
110,5385.35117354
111,1166.75899892
112,1111.50493103
113,2207.45132666
114,3624.36637306
115,1505.12879312
116,771.604513995
117,2005.31745047
118,2520.14316898
119,2145.40936546
120,1792.02839296
121,1500.0288611
122,5916.31169284
123,3864.62535829
124,3417.06299414
125,11350.8533328
126,1935.05526977
127,2088.12226676
128,2390.77867378
129,8177.8405839
130,2229.17196554
131,1991.59704036
132,2756.6253016
133,1383.46504418
134,2729.16850658
135,1212.21271608
136,5521.71162894
137,1378.71801999
138,5957.61021961
139,792.374032393
140,1521.06521593
141,1026.4736871
142,2133.98394549
143,1388.9725402
144,1368.28742296
145,1430.28618858
146,3627.62040589
147,1870.01675008
148,1725.67017435
149,922.773644107
150,1149.68183325
151,3053.69817777
152,3455.39503967
153,1822.36943864
154,3957.99900749
155,1576.05043435
156,3364.61059311
157,2856.21573628
158,1594.99569171
159,1175.91898571
160,5010.47503127
161,1389.37268872
162,1473.14390889
163,1887.85425452
164,3042.08530007
165,1601.66008898
166,1323.75927229
167,1067.16403349
168,1287.61621136
169,2332.252613
170,3738.34895961
171,1165.52343314
172,920.907903521
173,5214.15455835
174,3460.81988875
175,2195.15745872
176,4275.72022345
177,7110.3814697
178,1758.05200504
179,4335.39843762
180,637.934382727
181,2564.96973532
182,1873.12234185
183,3049.98252464
184,1500.24295538
185,2669.08740043
186,1394.16608423
187,6235.02245884
188,1343.45262222
189,2197.51722032
190,3914.19950085
191,1170.00075361
192,1690.6619062
193,2285.36765831
194,2186.3035359
195,4417.61722489
196,2368.92893201
197,1412.2338826
