,loss
0,1832.43963939
1,1780.2324385
2,4191.00087906
3,1162.50846996
4,3124.3938753
5,4434.45472785
6,1360.29508407
7,6905.26863489
8,8229.68975439
9,7069.74784312
10,4338.237864
11,6130.28784404
12,2240.97246699
13,1007.11637446
14,871.33648238
15,1126.66004831
16,8132.1467816
17,1322.10000407
18,4049.01654561
19,2284.96893298
20,1171.24992397
21,1094.21687997
22,1173.69523725
23,1977.52477132
24,2310.42438959
25,2127.08563241
26,2106.83522615
27,1360.39306977
28,6774.69277675
29,1863.30429767
30,2843.84341907
31,1896.62723212
32,4606.94467634
33,3276.90395724
34,1426.39245601
35,1485.4914029
36,3893.51590165
37,13507.6946912
38,1762.4492902
39,2889.04291824
40,965.715440818
41,5613.99756275
42,4963.73242437
43,2319.02701541
44,1211.38687031
45,11008.605089
46,1186.39363074
47,949.350567748
48,1155.95735308
49,1530.42113991
50,2379.68113956
51,2198.0978674
52,2014.81982455
53,2207.79687725
54,1693.76243554
55,2001.29076111
56,1412.33681695
57,1479.42261802
58,2161.78568532
59,4099.61286495
60,2002.87468326
61,1292.61614778
62,1032.58949453
63,2659.15837327
64,1879.96907509
65,22745.1469598
66,1338.96412477
67,1326.18509118
68,1550.51385708
69,5027.52627075
70,1207.25497331
71,4012.1981736
72,2039.90534819
73,4999.91863946
74,1408.07592974
75,1443.77561954
76,1958.4194614
77,2308.51023099
78,3764.3988251
79,3113.48057638
80,1516.44169912
81,4730.76310346
82,1958.41985553
83,1164.61925862
84,1260.91734955
85,1419.3136533
86,840.848287737
87,1194.7445307
88,1012.97346307
89,718.492142172
90,1536.94513641
91,1985.30979818
92,1306.83102684
93,2258.49781608
94,4303.57657255
95,2596.12814825
96,1936.44967699
97,3424.4407185
98,1496.6482382
99,2475.02301847
100,1594.27193015
101,3464.6872301
102,1366.27360352
103,1888.30157709
104,4634.14538114
105,1475.03061766
106,2886.43679795
107,1482.57340595
108,3625.40470178
109,1456.38143022
110,5140.96128137
111,926.668833865
112,916.411776499
113,2043.83164026
114,3540.33386536
115,1679.02829279
116,549.207911537
117,2129.78811797
118,2314.28107526
119,2216.29186837
120,1693.93099348
121,1220.09448622
122,5774.1466653
123,3814.95522635
124,3380.33380876
125,10863.4467273
126,1956.17777239
127,2058.93669735
128,2446.26418994
129,7913.03370142
130,2262.81350203
131,2080.34413013
132,2818.42741678
133,1441.29297906
134,2668.29863077
135,1030.69995061
136,5143.51577844
137,1404.94006641
138,6273.08593323
139,786.245881835
140,1569.14497729
141,910.087903242
142,2068.17105211
143,1444.2257206
144,1360.82455845
145,1393.94973443
146,3543.34387822
147,1806.95804429
148,1586.21524882
149,939.749840335
150,1094.65527765
151,3171.46980638
152,3540.90344728
153,2147.54700722
154,3877.42789659
155,1421.18231743
156,3255.23391338
157,2891.98952554
