id,loss
4,1534.2995459
6,1803.27144287
9,8718.22348633
12,7258.96827148
15,760.057363281
17,2066.49969482
21,2015.72409912
28,792.26340332
32,2649.50049805
43,3131.73910156
46,2791.73864258
50,834.310690918
54,1216.64696045
62,2071.68131348
70,2005.83522217
71,5005.64608398
75,2116.17481934
77,2055.23366211
81,2422.22663086
83,2310.3051416
87,1642.74662354
97,1960.64055664
103,1023.99579956
119,967.227507324
120,1561.46655518
127,905.701662598
138,4912.14133789
141,2679.10409668
148,1001.78298218
150,2354.42640137
151,2309.97477783
158,1378.75019287
160,6130.71105469
165,2333.39594238
168,3594.82925293
169,3581.22658203
177,2944.41700684
178,3718.82683594
184,2180.6100415
194,8653.83003906
198,1503.39400635
203,3345.39678711
211,2422.04378418
217,1158.21809937
219,1109.60297607
221,5788.57255859
227,1682.51318115
230,1212.44154785
235,1839.32218018
240,709.108747559
243,2737.30327148
249,5631.32458008
253,2629.57446289
258,1233.71083252
261,1618.75989258
263,3530.48632324
264,2567.76523926
265,4016.45327637
268,1811.87368408
271,937.064024658
274,5731.50472656
275,743.605361328
279,1308.16321533
282,1636.31547607
286,3440.81084473
288,1166.14102051
294,2297.09527344
296,1012.82571289
297,1537.84459717
300,706.301401367
303,9534.90021484
314,1101.02171753
315,4584.86542969
321,2384.33992676
323,3878.13226562
330,3385.1715625
341,1558.19539551
342,4022.82624512
352,1541.37932373
353,3341.20512207
360,6383.07491211
361,2145.79505859
362,4761.67234863
366,1151.20086792
372,3271.06509277
376,2769.98650879
377,2117.66146729
379,1580.72987793
380,3780.47833008
387,1823.04599854
392,1885.13528076
394,10529.5687695
395,1534.86319092
397,1448.61982422
407,6187.56518555
411,9470.32619141
416,2462.70837402
417,1532.11573242
419,4823.41862305
428,5597.80645508
431,1742.56313721
436,8552.5068457
438,1413.81084961
445,6189.1337793
446,6761.44303711
455,1563.55043213
456,1049.45382446
461,917.268509521
463,1634.35457031
464,3482.53884277
466,1498.17382324
467,952.197178955
470,1150.48830811
475,1446.90022461
482,3175.19463867
490,3455.87911621
496,1696.07716553
497,4632.06029785
508,2823.5649707
510,1784.672854
512,2103.26034668
513,3199.17244629
523,1890.12927246
531,5109.71644531
532,2589.34509277
533,1218.1613623
537,1103.82370117
544,4615.20804688
547,2877.70605957
556,7588.50759766
565,1368.70958984
566,1181.85140503
571,1513.52896484
573,1856.21565186
574,828.413930664
581,1945.73112305
585,1928.75401611
589,1589.21033203
597,1781.88685547
601,2931.8664502
602,1731.75291504
613,1453.46346191
616,1347.06932861
619,1805.36649902
622,1571.9505127
623,2122.40302246
629,1675.19250244
634,1325.21341797
638,947.178028564
642,984.180975342
643,2042.36323975
645,1013.44564331
648,8058.36470703
652,1186.47001709
664,836.008795166
666,2177.27827881
672,891.227679443
676,2346.82004395
678,4503.5046875
682,1862.8979541
686,2970.27352051
688,2010.34941895
689,1176.83777588
690,1668.84364746
692,11019.6279492
695,1610.94038086
697,4460.9745459
698,1972.45122314
706,2422.07118164
708,1415.79887207
712,2530.09572266
715,3573.87516113
717,1338.6467041
725,3244.63440918
729,921.504334717
737,1356.73678955
739,5303.7455957
747,4195.65433105
753,2446.70854004
758,2447.04590332
759,2262.74222412
763,1318.51984375
773,4102.29086426
774,1894.41351807
776,1445.52491211
788,2633.12274414
790,3151.12381348
794,963.491777344
801,2643.66694336
802,1381.33232666
805,1372.5215332
809,5258.486875
812,1492.51631836
825,2452.78140625
828,1861.68776123
830,1492.63217529
833,989.759327393
850,5858.9147168
852,6538.26636719
862,1364.57323486
863,1444.725
864,1409.01385986
865,3455.92957031
868,6644.40611328
872,1507.34120605
879,5812.20272461
880,1444.91434082
883,1276.5945874
886,1351.29091797
923,1577.82408691
924,1551.66906494
932,1519.24634033
945,7316.74691406
947,6565.0206543
948,2140.75209229
955,2591.07959473
963,4127.71456055
979,1203.25735962
989,1395.67140381
994,2830.75467773
995,1890.96814941
998,1560.46203857
1000,4447.13982422
1018,1561.39419922
1019,1561.45656006
1028,2220.87837646
