id,loss
1,1847.56555176
2,1929.046875
5,4362.76025391
10,1092.35852051
11,3338.42260742
13,4206.27636719
14,1295.86450195
20,6158.93408203
23,8078.7890625
24,6107.21044922
25,4875.11523438
33,5239.85742188
34,2101.92456055
41,1043.30908203
47,706.045166016
48,1219.16430664
49,8391.99414062
51,1453.49719238
52,3578.87866211
55,2385.76123047
57,1103.94750977
60,991.639648438
61,1199.68017578
66,1972.7121582
73,2223.70385742
76,2144.19311523
86,2251.8527832
89,1242.53747559
90,5844.79052734
93,1822.63208008
100,2517.29321289
105,1888.43310547
107,4897.72460938
111,3247.92163086
112,1326.03137207
116,1266.92004395
118,4322.70849609
125,13015.8984375
130,1572.51037598
139,2766.25268555
140,1008.12475586
144,5414.87646484
146,4211.65820312
149,2320.10913086
153,1349.16137695
156,11557.3671875
162,1259.0760498
166,840.500732422
167,1198.30456543
171,1478.65856934
172,2390.78686523
173,2073.99365234
174,2091.36010742
175,2262.55029297
186,1778.3392334
191,2121.46386719
197,1466.05664062
200,1526.49780273
202,2103.20385742
205,3870.47827148
207,1905.74243164
208,1347.5378418
212,1210.52807617
215,2358.07080078
218,1733.85791016
222,17305.5996094
223,1452.26147461
225,1387.14086914
226,1448.86132812
228,4741.75097656
232,1093.05200195
233,3571.33276367
237,1814.01184082
244,4663.88867188
245,1561.82397461
248,1540.38745117
259,2014.56079102
260,2262.49169922
276,3646.71704102
277,3238.89746094
285,1689.88806152
289,5259.63330078
291,1867.59228516
292,1053.66821289
293,1463.34179688
298,1337.32189941
306,1113.38574219
308,1350.11828613
316,990.404418945
318,644.607910156
319,1428.62219238
320,2019.48388672
322,1279.73205566
324,2142.03320312
325,4228.66308594
327,2544.19091797
333,1907.65917969
335,3130.71679688
337,1238.56030273
343,2601.20166016
351,1257.15222168
354,3596.63305664
383,1442.93432617
386,1899.99487305
388,4394.07080078
393,1520.15234375
401,2995.23535156
402,1655.38134766
404,3354.50805664
406,1678.45996094
409,4973.00244141
412,1166.94628906
414,1126.37207031
418,2050.04101562
422,3625.47998047
424,1545.59448242
427,784.880126953
430,1755.96508789
433,2383.01806641
435,2048.92553711
437,1762.14831543
439,1471.72180176
440,5412.24267578
442,3772.1418457
443,3406.97314453
449,10909.0087891
450,1982.78076172
451,2079.05761719
454,2432.61865234
458,7769.78466797
474,2256.40380859
476,1985.43554688
478,3009.35986328
481,1409.44946289
484,2988.58105469
488,1225.10668945
493,5046.71875
499,1278.97094727
502,5734.07861328
511,792.452758789
516,1704.43908691
517,1184.61669922
522,2020.64306641
526,1398.35754395
527,1429.95935059
534,1423.3515625
536,3303.90209961
538,1850.97387695
540,1820.39868164
542,835.164916992
550,1192.99389648
552,3105.38964844
560,3338.30102539
561,1947.47729492
562,3681.65942383
563,1488.76086426
567,3404.59350586
568,3257.45727539
572,1752.53869629
576,1191.57055664
577,4749.46728516
578,1566.11450195
584,1570.00695801
586,1855.00708008
590,2940.09887695
592,1585.24316406
596,1443.37390137
598,1106.79333496
599,1377.69238281
603,2353.22436523
605,3681.01928711
606,1329.3939209
607,833.96472168
608,4590.92480469
610,3295.01489258
611,2133.98071289
612,4688.86621094
614,6905.48828125
617,1732.59399414
621,3980.89111328
625,690.95892334
626,2455.14086914
627,1854.08129883
630,2937.32714844
632,1511.65771484
640,2739.85058594
644,1400.09545898
650,6000.97558594
653,1289.87353516
657,2001.73828125
658,3527.86108398
663,1259.82141113
667,1641.13842773
670,2385.74633789
674,1996.78198242
677,4200.80859375
679,2363.25048828
681,1331.79223633
