id,loss
4,1562.52670898
6,1851.78287964
9,11001.0265625
12,6310.85773926
15,808.425839233
17,2113.52409058
21,2041.41520386
28,804.464505005
32,2705.19195557
43,2902.07075195
46,2871.98208008
50,846.493634033
54,1312.84476929
62,2158.99462891
70,1857.41279907
71,6014.72736816
75,2035.81115723
77,1971.1807312
81,2297.60484619
83,2346.57081299
87,1769.62926636
97,1911.31261597
103,1104.12809448
119,1012.07792358
120,1468.15599976
127,914.726251221
138,5084.96501465
141,2739.27059326
148,831.107907104
150,2616.24995117
151,2206.76025391
158,1447.59368896
160,5845.25544434
165,2437.19376221
168,3858.65703125
169,4167.10991211
177,3195.93669434
178,3662.96730957
184,2264.44016113
194,8792.20415039
198,1565.22425537
203,3754.68212891
211,2355.08220215
217,1162.11503906
219,1185.92681885
221,5093.60041504
227,1913.6206665
230,1355.59772949
235,1903.00487671
240,715.736358643
243,2711.84123535
249,5265.2848877
253,2316.28198242
258,1126.71772461
261,1689.94786377
263,3869.71715088
264,2322.1739624
265,4239.29567871
268,1993.28006592
271,1077.91050415
274,5312.0949707
275,769.696005249
279,1316.84819336
282,1543.90422363
286,3348.05507812
288,1178.73840942
294,2132.22943115
296,1051.65404053
297,1602.34754028
300,744.008605957
303,9193.98520508
314,1111.8512146
315,4686.02175293
321,2236.72287598
323,3739.63408203
330,3434.69503174
341,1451.11589966
342,5049.99707031
352,1672.37415771
353,3840.73612061
360,6781.60915527
361,2160.91933594
362,4210.65142822
366,1213.12381592
372,3131.82131348
376,2840.11673584
377,2358.55943604
379,1674.4428833
380,3441.06965332
387,1709.7206604
392,2045.28458252
394,11147.8084961
395,1542.90019531
397,1457.48292236
407,6581.63530273
411,9283.17521973
416,2388.18208008
417,1569.31738281
419,3470.68465576
428,6373.83547363
431,1761.77545166
436,8955.63608398
438,1426.79691772
445,6603.17043457
446,7460.97280273
455,1545.65172119
456,1068.0067749
461,1045.95186157
463,1637.23036499
464,3465.70495605
466,1651.06895142
467,1084.20769653
470,1187.6265625
475,1427.98721924
482,2837.46901855
490,3503.53974609
496,1700.10697632
497,4808.79379883
508,3092.88809814
510,1734.92695923
512,2172.49874878
513,3159.61212158
523,1950.01379395
531,5365.48937988
532,2211.75369873
533,1270.4565918
537,1102.11506348
544,5040.44243164
547,3012.11291504
556,7951.75283203
565,1635.56333618
566,1237.28017578
571,1511.58563843
573,1845.82094116
574,814.542114258
581,1890.96436768
585,1999.27913818
589,1681.40725708
597,1761.77619629
601,2997.32449951
602,1896.13742676
613,1482.82572632
616,1275.77138062
619,1854.55861816
622,1703.8138916
623,2152.24110107
629,1598.5729126
634,1346.08046875
638,1046.22457275
642,977.58939209
643,2153.30167236
645,1068.52241821
648,7624.65317383
652,1258.94615479
664,811.00977478
666,1896.88569336
672,905.326550293
676,2319.80078125
678,5286.15412598
682,1936.75825195
686,3121.66697998
688,1868.77283936
689,1227.22843018
690,1793.81044922
692,12063.4674805
695,1676.05738525
697,3169.58413086
698,2108.17409058
706,2275.22767334
708,1489.27599487
712,2643.80482178
715,3875.6145752
717,1327.00917969
725,3198.54298096
729,1004.51383057
737,1209.46727905
739,5265.60285645
747,4135.27802734
753,2417.50446777
758,2504.55125732
759,2031.24494629
763,1310.44122314
773,4098.19197998
774,1904.08551025
776,1634.3524353
788,3113.6263916
790,3996.52978516
794,1035.04717407
801,2964.70633545
802,1452.36161499
805,1468.98743896
809,4949.72409668
812,1435.31749878
825,2545.85578613
828,1738.42156372
830,1532.91224976
833,990.868585205
850,5596.83364258
852,6219.88117676
862,1343.55600586
863,1502.0994812
864,1497.30345459
865,3577.68198242
868,7037.34338379
872,1531.68945923
879,5339.85585938
880,1483.26748657
