,loss
0,1873.41178296
1,1829.73546863
2,4285.65967915
3,1015.13585793
4,3235.17981822
5,4366.68046402
6,1218.65218076
7,6626.94952977
8,8359.48675321
9,6773.50857311
10,4684.97634142
11,5784.09719125
12,2124.751464
13,1041.14326779
14,596.104506978
15,1129.39014972
16,8198.41286087
17,1383.38026334
18,3995.5742162
19,2312.30718756
20,1056.30183673
21,932.273087674
22,1138.01060615
23,1965.98722553
24,2302.29077193
25,2148.27767045
26,2187.12378402
27,1226.2369381
28,6700.67125565
29,1872.99516142
30,2651.56050115
31,1891.87650543
32,4690.68985736
33,3344.40799157
34,1348.27744611
35,1312.64642688
36,3990.55295376
37,13365.1587751
38,1585.70028862
39,2940.03183717
40,980.648004969
41,5673.50402078
42,4548.12576212
43,2367.95231466
44,1281.98325032
45,11364.3028574
46,1161.7985843
47,811.595896252
48,1164.35327906
49,1485.00420269
50,2488.28018363
51,2267.59762586
52,2093.32182681
53,2497.86126866
54,1830.80432902
55,2016.61417067
56,1542.63487054
57,1638.92867841
58,2413.04861197
59,4043.2541702
60,1953.31484541
61,1249.60534817
62,1274.46645523
63,2740.71016885
64,1767.6012052
65,18830.48419
66,1342.11652562
67,1507.0916121
68,1343.12504684
69,4983.94683468
70,1071.86657544
71,3675.24427295
72,1896.28968197
73,5144.19876129
74,1535.05462969
75,1558.65219836
76,2006.71759348
77,2242.66835627
78,3752.97919132
79,3213.46998062
80,1603.70989507
81,5110.96316253
82,1975.10223054
83,1068.41371106
84,1461.26694125
85,1411.53236863
86,1237.71670307
87,1312.41027483
88,1035.39338123
89,564.719284559
90,1270.37250713
91,1882.93604986
92,1588.41824453
93,2200.19940104
94,4318.86722063
95,2529.29654823
96,2053.89705477
97,3349.9376009
98,1128.26508028
99,2491.54537096
100,1195.72555851
101,3409.3656947
102,1575.10768092
103,1877.51057651
104,4492.18383762
105,1333.25682182
106,2820.34663004
107,1475.55072699
108,3449.99212732
109,1657.55440186
110,5480.30037329
111,1170.0462531
112,1106.5453455
113,2238.61919495
114,3679.2054926
115,1500.21635835
116,735.780015736
117,1968.22972674
118,2481.66834492
119,2152.73405666
120,1826.34883784
121,1533.64719709
122,5545.21352205
123,4054.50616368
124,3399.67385985
125,11682.2775817
126,1967.90169163
127,2082.54117714
128,2493.23063276
129,8312.93630027
130,2245.26048125
131,2022.21312862
132,2770.19702232
133,1368.49660241
134,2826.68545236
135,1222.88105888
136,5485.29658657
137,1361.26252074
138,5790.68907449
139,747.839060429
140,1547.4512433
141,1025.75154883
142,2104.31012702
143,1357.18494396
144,1377.72702195
145,1396.89808513
146,3637.48280989
147,1910.99071573
148,1797.24129695
149,846.675539143
150,1176.83806195
151,3127.01669396
152,3605.73607636
153,1830.00249613
154,3843.87517544
155,1583.30737718
156,3344.78910594
157,2939.68980735
158,1658.16038155
159,1199.75906314
160,5154.18839395
161,1400.91282353
162,1457.17791013
163,1891.71126873
164,3035.34034522
165,1608.03843189
166,1376.06393704
167,1103.70852608
168,1291.23257589
169,2355.94721593
170,3712.384515
171,1207.66567052
172,825.449091627
173,5137.19352296
174,3354.5846565
175,2173.48555336
176,4338.32555088
177,7132.80545116
178,1808.11896108
179,4304.75260607
180,600.792931085
181,2521.96441991
182,1856.69383483
183,3084.49779716
184,1495.30583306
185,2721.82480353
186,1411.67302787
187,6059.40392806
188,1311.48504058
189,2153.81249549
190,3856.96702338
191,1185.05285903
192,1695.43801851
193,2359.53468499
194,2219.94859959
195,4348.2015487
196,2355.44406615
197,1373.89839588
198,2057.69618053
199,1283.12463011
200,7869.47744818
201,1613.79103151
202,3745.80789251
203,3407.59540035
204,2835.73392747
205,2591.95770835
206,2492.26038229
207,1299.63792426
208,8087.22756714
209,1520.71842145
210,1384.37733491
