,loss
0,1963.91235096
1,1715.88980949
2,4248.3251469
3,978.114187952
4,3235.91104462
5,4308.2122954
6,1150.20379654
7,6772.54110261
8,8555.60003431
9,6831.83588107
10,4417.72063365
11,5722.13958878
12,2100.70525182
13,1002.3915989
14,657.256094307
15,1109.06466912
16,8364.94326912
17,1404.0933003
18,4358.37923055
19,2409.12832188
20,953.490099154
21,895.058578582
22,1160.93912719
23,2003.38524321
24,2280.51756319
25,2084.29730219
26,2115.13581536
27,1283.07658362
28,6746.69820044
29,1901.85421484
30,2615.71826357
31,1764.98203183
32,4559.31347207
33,3297.58961038
34,1327.54761561
35,1311.76806297
36,3999.63653482
37,14061.4281941
38,1611.57467912
39,2870.88355103
40,933.997421097
41,5580.38033367
42,4328.25224138
43,2546.11364595
44,1216.36818475
45,11568.4256261
46,1072.40586218
47,730.917051604
48,1196.14619671
49,1503.95473629
50,2550.66944479
51,2299.65503249
52,2037.76378481
53,2681.1134378
54,1854.49871144
55,2058.94172972
56,1484.1827202
57,1650.65335609
58,2541.1460877
59,3909.30709934
60,1913.8348568
61,1226.54179237
62,1272.44647753
63,2661.01340612
64,1781.99396544
65,20625.0840145
66,1308.17643237
67,1457.73265809
68,1470.0070805
69,4881.7938138
70,1119.86739055
71,3728.83743736
72,1893.26805024
73,5204.8597412
74,1586.61637288
75,1567.40435875
76,1989.84865134
77,2116.16835368
78,3663.25308525
79,3081.68845797
80,1742.33458519
81,4893.50056719
82,2027.23358368
83,1086.13988376
84,1373.13156387
85,1409.39215327
86,1242.0308035
87,1287.00944927
88,1019.3453198
89,535.703133993
90,1266.98769106
91,1712.76638375
92,1508.24375651
93,2217.46503536
94,4385.88063686
95,2507.52629643
96,1927.35004126
97,3342.97847514
98,1072.38529042
99,2456.5548798
100,1142.60941892
101,3225.92345486
102,1620.52719335
103,1867.29230674
104,4530.14027303
105,1254.09631373
106,2729.47674989
107,1485.83022188
108,3433.00786925
109,1625.85922042
110,5376.44874927
111,1095.96063823
112,1119.82276055
113,2218.71273739
114,3405.15897165
115,1433.76827789
116,734.19042689
117,1970.14252872
118,2552.06801406
119,2174.03195292
120,1806.29856209
121,1475.22489142
122,5353.73236848
123,3965.19721103
124,3389.19121945
125,12402.0183539
126,1898.73726853
127,2062.41399831
128,2457.35866662
129,8235.02573971
130,2204.8755721
131,2096.89294321
132,2702.15945119
133,1320.67663117
134,2490.24741473
135,1239.1709351
136,5422.39851083
137,1364.9437484
138,5767.18862373
139,757.817162646
140,1591.29561368
141,1052.31299035
142,2126.81307375
143,1313.19790773
144,1424.6689714
145,1376.22687014
146,3627.88224868
147,1842.62017952
148,1729.0723885
149,829.925788036
150,1114.49019446
151,3175.68176107
152,3511.30718419
153,1804.68909298
154,3947.58552053
155,1652.42234551
156,3163.78316922
157,2620.02811904
158,1642.48256905
159,1190.72600894
160,5131.74041406
161,1295.18682885
162,1359.5668311
163,1935.67267891
164,2915.81785805
165,1581.47585376
166,1377.02607218
167,1100.55774842
168,1313.07595145
169,2301.08730631
170,3812.54900042
171,1211.32783106
172,742.707899827
173,4915.93178522
174,3342.361714
175,2306.67080797
176,4181.23794154
177,7166.21640453
178,1858.95299518
179,4263.78186387
180,572.954720287
181,2517.34717341
182,1884.01513229
183,3038.09677685
184,1440.62476629
185,2574.73296793
186,1443.96486859
187,5883.18740473
188,1428.7716707
189,2201.2953825
190,3793.82103641
191,1143.40472332
192,1692.20877071
193,2264.43063134
194,2203.97615049
195,4423.76698824
196,2319.95434085
197,1459.28409605
198,1903.19292285
199,1318.99132614
200,7976.42288519
201,1694.68111242
202,3602.44765392
203,3511.24004528
204,2516.16436367
205,2643.44750193
206,2430.86855695
207,1383.75334989
208,7724.93138131
209,1500.70717039
210,1241.26839719
211,6028.96260715
212,1738.39330991
213,2703.13357227
214,2070.56108644
215,749.796362715
216,2116.87848984
217,888.91552376
218,698.143293109
219,3066.09229953
220,1830.44078256
221,2548.19946772
222,861.355449764
223,1821.18138446
224,1758.04913958
225,1228.16158056
226,2772.85779539
227,3252.3732748
228,12515.2696062
229,5667.62466513
230,2604.61815332
231,1695.42337428
232,1761.86165825
233,1341.09876463
234,1774.59896722
235,2891.74816919
236,647.805919571
237,1679.15388669
238,2260.78425715
239,817.306410983
240,1074.62346614
241,5467.69277781
242,1149.93262472
243,1671.58143942
244,1300.73375696
245,2458.21927734
246,3077.41441801
247,1412.55683393
248,1328.97597664
249,3121.7974075
250,3576.70291351
251,1481.44716818
252,5418.71023221
253,3457.45445029
254,1348.03433257
255,9969.95102525
256,3271.37331693
257,4211.2405833
258,1341.74042196
259,3267.60203775
260,1172.50573877
261,1527.0707741
262,1324.59032035
263,1904.02781396
264,3317.75036839
265,3878.40154783
266,2041.93312031
267,1739.87869247
268,1939.84766431
269,1476.09094553
270,2711.34494075
271,1143.55585362
272,2280.82265255
273,3559.36167215
274,2204.12547927
275,1192.0624396
276,3108.23137319
277,2465.64027337
278,1340.97728427
279,2107.27234301
280,11053.4541277
281,2257.8889412
282,1857.82479417
283,7151.14431031
284,3846.24969865
285,4729.84408706
286,4835.34830144
287,1982.63529227
288,3015.80175727
289,2338.20103583
290,1935.59418043
291,2506.04732086
292,1218.86007595
293,2156.32154781
294,6044.82013458
295,1244.69013097
296,1162.50661387
297,2481.12405698
298,710.156962811
299,1188.81437782
300,1401.61484972
301,7692.16051383
302,1304.65109166
303,5790.63384682
304,1997.77660847
305,1557.70957077
306,1639.21300334
307,4760.90588118
308,2165.93660277
309,1021.45643488
310,1826.96012377
311,3406.85741192
312,842.66506667
313,2645.63590721
314,3887.19881187
315,3355.97336027
316,1430.08781432
317,5566.93489414
318,2029.66998192
319,6816.87649211
320,10499.7748211
321,2484.76196717
322,4275.53894897
323,1341.17011049
324,5004.79282084
325,11492.2260618
