id,loss
1,2062.62807617
2,1724.89345703
5,3847.37612305
10,982.857128906
11,3314.5027832
13,4062.14716797
14,1238.49138184
20,6807.44736328
23,7755.19648438
24,6269.9375
25,4297.24189453
33,5248.00341797
34,1879.39543457
41,1057.97038574
47,842.80559082
48,1154.02075195
49,8657.73925781
51,1471.57087402
52,4766.19150391
55,2302.97949219
57,952.975854492
60,883.230480957
61,1237.29245605
66,1897.63491211
73,2480.18320313
76,2165.29272461
86,1516.32099609
89,1383.85671387
90,6142.44521484
93,1713.48479004
100,2620.36567383
105,1702.81452637
107,4344.47177734
111,3186.47705078
112,1500.30593262
116,1372.66682129
118,3669.33520508
125,12784.5984375
130,1454.26948242
139,2883.3284668
140,879.293737793
144,5992.75185547
146,4201.17324219
149,2370.15332031
153,1450.04484863
156,10992.9828125
162,950.53046875
166,823.092333984
167,1143.42224121
171,1417.18500977
172,2481.44394531
173,2400.51176758
174,2048.34887695
175,2564.22709961
186,1914.12770996
191,2090.85786133
197,1669.56550293
200,1740.84587402
202,2942.75214844
205,3800.43144531
207,1860.46914062
208,1256.90822754
212,1602.95654297
215,2573.33696289
218,1742.68271484
222,15842.8257812
223,1301.38681641
225,1695.10947266
226,1279.85217285
228,5287.48632812
232,1038.75910645
233,4579.11713867
237,1752.32541504
244,4449.00795898
245,1637.70336914
248,1513.45068359
259,1909.34389648
260,1932.4237793
276,3462.37739258
277,2552.93125
285,1629.22646484
289,4783.81298828
291,1950.56376953
292,1322.16364746
293,1331.90229492
298,1655.88686523
306,1478.73447266
308,1284.28469238
316,959.461621094
318,646.234228516
319,1174.27053223
320,1556.68981934
322,1965.13376465
324,2201.54350586
325,4013.20825195
327,2581.77333984
333,2135.89975586
335,3349.57543945
337,1114.95087891
343,2046.68701172
351,1042.1895752
354,3188.03613281
383,1809.78659668
386,1818.7869873
388,4330.1046875
393,1513.8767334
401,3063.38579102
402,1555.15212402
404,3284.66074219
406,1980.70847168
409,5630.55576172
412,1018.25427246
414,1194.51118164
418,2211.94804687
422,2931.06894531
424,1473.95258789
427,772.062402344
430,1923.41425781
433,2651.37011719
435,2149.90244141
437,1951.57631836
439,1636.78459473
440,5258.74560547
442,4106.08076172
443,3063.7159668
449,11496.2607422
450,1715.21376953
451,2127.11938477
454,2516.29150391
458,7611.20039063
474,2248.23203125
476,2064.38027344
478,2696.83510742
481,1415.91347656
484,2254.19926758
488,1277.84885254
493,5138.06367188
499,1469.54619141
502,6240.80878906
511,822.985839844
516,1467.5359375
517,1027.70646973
522,2420.21533203
526,1398.96186523
527,1476.08083496
534,1230.90063477
536,3572.22890625
538,1690.66328125
540,1640.46425781
542,850.051794434
550,1235.96713867
552,3188.06088867
560,3691.97441406
561,1720.95563965
562,3987.4828125
563,1602.55817871
567,3247.43925781
568,2132.60270996
572,1542.1404541
576,1255.68452148
577,4619.99052734
578,1282.69406738
584,1431.45688477
586,2081.89438477
590,2739.93920898
592,1708.49648437
596,1235.29418945
598,1318.47880859
599,1491.79697266
603,2022.48666992
605,3535.675
606,1097.43452148
607,815.314526367
608,4939.17119141
610,3516.85390625
611,2152.20644531
612,3779.27641602
614,6404.66005859
617,1702.92956543
621,3408.90961914
625,741.030822754
626,2526.03481445
627,1966.35212402
630,3250.17055664
632,1700.76437988
640,2243.88745117
644,1483.87548828
650,5411.92539062
653,1575.24418945
657,1981.60932617
658,3399.77338867
663,1163.32697754
667,1608.37521973
670,2397.85244141
674,2299.07250977
677,4272.13305664
679,2322.90927734
681,1530.67304687
685,1870.17404785
687,1315.62224121
691,7556.69199219
693,1600.38061523
699,3456.69985352
700,3213.86289063
702,2269.82768555
711,2355.86191406
714,2252.64428711
716,1509.06428223
720,7695.77207031
724,1492.78701172
727,1104.93664551
732,5624.32099609
738,1808.28703613
740,2917.13891602
743,2250.83266602
752,795.108300781
754,2231.15405273
756,880.010900879
762,763.223278809
764,3168.31425781
766,1756.25793457
772,2460.46616211
780,865.111547852
781,1796.2979248
784,1907.31206055
786,1465.95454102
787,2972.73935547
789,2745.98481445
793,10768.1535156
797,5634.84482422
803,2437.13828125
804,1726.95039062
806,1693.69716797
810,1363.79909668
811,1664.13913574
813,3514.44804687
814,767.567480469
819,1672.50532227
821,1899.31352539
824,853.950134277
827,1033.42006836
829,5377.47617187
835,1214.13037109
836,1587.85070801
837,1253.35109863
843,2223.52646484
848,3047.90751953
854,1264.84162598
855,1375.49987793
856,2780.70322266
857,3301.51152344
860,1186.85529785
867,5285.60810547
870,3289.53364258
871,1155.18088379
878,9301.72207031
881,2893.4581543
882,4164.60200195
887,1324.01325684
890,2785.71894531
892,1183.81291504
893,1392.04353027
894,1134.80881348
895,1952.13015137
898,2907.51162109
900,3647.5980957
902,2225.10102539
903,1704.37407227
905,1932.90493164
906,1421.46169434
