id,loss
1,1845.81444092
2,1550.66680908
5,3981.01071777
10,995.645410156
11,3338.60263672
13,4679.74711914
14,1166.04893799
20,6748.19199219
23,7896.94052734
24,6274.14169922
25,4225.59716797
33,5686.12504883
34,1936.91450195
41,1003.51218262
47,711.741314697
48,1119.9592041
49,8217.75795898
51,1405.60355225
52,4363.93027344
55,2347.71259766
57,990.357824707
60,900.226934814
61,1192.65604248
66,1972.29648438
73,2156.50705566
76,2169.86235352
86,1821.86572266
89,1363.21766357
90,5944.58139648
93,1974.91446533
100,2439.76120605
105,1748.10537109
107,4371.80517578
111,3473.96481934
112,1346.24326172
116,1258.9678833
118,3712.07619629
125,14020.4543945
130,1342.50064697
139,2954.15979004
140,911.948425293
144,6227.31137695
146,4778.08974609
149,2352.30297852
153,1290.25667725
156,11043.2898438
162,1032.53591309
166,836.185681152
167,1209.59403076
171,1435.39755859
172,2468.52175293
173,2408.99804688
174,2132.53648682
175,2732.16723633
186,1824.81682129
191,1995.28549805
197,1639.5628418
200,1816.82001953
202,2654.4111084
205,3815.31721191
207,1660.34178467
208,1132.39100342
212,1382.69251709
215,3092.40944824
218,1727.6208252
222,18334.6305664
223,1142.89710693
225,1619.41343994
226,1285.28725586
228,5132.02446289
232,1153.78083496
233,3561.38146973
237,1745.94981689
244,5440.9190918
245,1521.06491699
248,1438.65463867
259,1900.69262695
260,2019.05480957
276,3618.38920898
277,2652.12004395
285,1636.54304199
289,4447.73000488
291,1735.57729492
292,1179.6069458
293,1259.88563232
298,1562.44094238
306,1329.44268799
308,1315.27226563
316,947.858752441
318,519.691821289
319,1117.52174072
320,1452.51856689
322,1975.73400879
324,2129.77402344
325,4054.81276855
327,2448.74367676
333,1910.6380127
335,3246.11103516
337,1127.19725342
343,2263.64555664
351,1133.54389648
354,3236.89743652
383,1755.175354
386,1795.63464355
388,4699.35371094
393,1223.81518555
401,2782.53203125
402,1426.00473633
404,3392.24907227
406,1709.82775879
409,5389.08071289
412,1162.69237061
414,1144.34051514
418,2412.70063477
422,3135.79069824
424,1485.14404297
427,725.801287842
430,1741.90292969
433,2543.8465332
435,2206.31809082
437,1887.54865723
439,1571.42949219
440,5313.28173828
442,4622.80566406
443,3392.15131836
449,11797.0428711
450,1787.39056396
451,2048.31767578
454,2545.55517578
458,8253.15151367
474,2076.165625
476,2002.83308105
478,2530.88232422
481,1420.04577637
484,2132.72905273
488,1257.77614746
493,5036.57714844
499,1660.32176514
502,6379.76962891
511,750.579620361
516,1503.48686523
517,945.257653809
522,2423.19414062
526,1320.17791748
527,1281.30090332
534,1371.49868164
536,3639.89472656
538,1859.4765625
540,1583.12979736
542,837.380187988
550,1198.5376709
552,3318.45292969
560,3774.20075684
561,1719.21314697
562,4023.17866211
563,1681.18395996
567,3036.87954102
568,2233.09206543
572,1397.22103271
576,1168.67052002
577,4874.83007812
578,1264.06419678
584,1470.1520874
586,1723.37509766
590,3000.1536377
